"Schema Version","Record Type","Paper Title","Authors","Paper URL","Associated GitHub URL","GitHub Stars","Published Date"
"1.0","RESEARCH_PAPER","Agentic Societies Need a Social Harness","Tapan Chugh, Vidushi Singh, Krish Jain, Arvind Krishnamurthy, Ratul Mahajan","http://arxiv.org/abs/2609.17527v1","https://github.com/jyyang621/DailyArXiv",12,"2026-09-15T17:57:27Z"
"1.0","RESEARCH_PAPER","ScienceBuddy: Recursive-in-Recursive Self-Improvement for Interactive Scientific Agents","Shuhan Xue, Jianyuan Zhong, Ziyuan Nan, Wenbin Li, Zhaochen Yu, Jinchao Ding, Qiang Gao, Pengyu Zhan, Yuntong Zhang, Tian Cheng, Zhenfei Yin, Yingcheng Wu, Ling Yang","http://arxiv.org/abs/2609.17523v1","https://github.com/luohongk/Embodied-AI-Daily",454,"2026-09-15T17:55:28Z"
"1.0","RESEARCH_PAPER","PhysStream: Streaming Physics-Grounded Video Generation with Structured Scene Memory and Fine-Grained Motion Control","Chuhao Chen, Peter Wonka, Chaoyang Wang, Chen Wang, Qiao Feng, Sergey Tulyakov, Lingjie Liu","http://arxiv.org/abs/2609.17521v1","https://github.com/WingEdge777/daily-papers",18,"2026-09-15T17:55:13Z"
"1.0","RESEARCH_PAPER","When Should LLMs Abstain? Chain-of-Self-Questioning for Selective Risk Control","Ali Şenol","http://arxiv.org/abs/2609.17516v1","https://github.com/Tavish9/awesome-daily-AI-arxiv",117,"2026-09-15T17:52:24Z"
"1.0","RESEARCH_PAPER","LACE: Layer-Wise Compression for Dynamic Frame Rate Codecs","Thanapat Trachu, Samuele Cornell, William Chen, Shinji Watanabe","http://arxiv.org/abs/2609.17509v1","https://github.com/liutaocode/TTS-arxiv-daily",668,"2026-09-15T17:46:51Z"
"1.0","RESEARCH_PAPER","ENCP: Episode-Normalized Conformal Prediction for Vision-and-Language Navigation","Vicky Feliren, A. Taufiq Asyhari, Muhamad Risqi U. Saputra","http://arxiv.org/abs/2609.17499v1","https://github.com/luohongk/Embodied-AI-Daily",454,"2026-09-15T17:42:15Z"
"1.0","RESEARCH_PAPER","Verifiable Social Reasoning for LLM Assistants","Amir Taubenfeld, Zorik Gekhman, Avigail Grinstein-Dabush, Itay Laish, Ariel Goldstein, Marian Croak, Avinatan Hassidim, Yossi Matias, Amir Feder","http://arxiv.org/abs/2609.17496v1","https://github.com/luohongk/Embodied-AI-Daily",454,"2026-09-15T17:37:29Z"
"1.0","RESEARCH_PAPER","FreqSpaNet: Frequency and Spatial Learning of SFPF for Physical Layer Hardware Integrity Detection","Xiaoxuan Huang, Jinlong Xu, YiZhe Wang, Meng Zhang, Xian Li, Yuying Bian","http://arxiv.org/abs/2609.17491v1","https://github.com/pstAmbition/DailyArXiv_Multimodal",19,"2026-09-15T17:32:12Z"
"1.0","RESEARCH_PAPER","LimiX-2: A Contextual Mechanism Network Towards General Structured-Data Intelligence","Xingxuan Zhang, Gang Ren, Hao Yuan, Hao Zou, Hongze Tan, Hui Wang, Jianhao Song, Jiansheng Li, Jiayao Zhang, Jinghan Zhang, Kaifang Li, Lang Mo, Li Mao, Mingchao Hao, Nuo Xu, Rui Ding, Ruiji Zhang, Shuyang Li, Siyu Mei, Tianyang Zhang, Weiyang Mu, Yancheng Dong, Yongxian Wei, Yuan Xue, Yuanrui Wang, Yue He, Zijia Yang, Ziyun Li, Dongzhe Li, Fuqiang Wang, Jiandong Liu, Jiawei Chen, Jiaxin Du, Kaijie Cheng, Kehan Li, Lei Sun, Linjun Zhou, Ningbo Dai, Qi Wang, Renzhe Xu, Shaoxing Du, Shumeng Yang, Wang Lu, Wenjing Chu, Xiannan Huang, Xiaoyu Lin, Xing Ai, Xinyan Han, Xuanyue Li, Xuanyue Su, Xukun Zhang, Yan Lu, Yaxin Zhang, Yi Qin, Yifei Huang, Yihan Xu, Yongle Lv, Yuanyuan Jiang, Yushan Han, Peng Cui","http://arxiv.org/abs/2609.17488v1","https://github.com/limix-ldm-ai/LimiX",4180,"2026-09-15T17:30:02Z"
"1.0","RESEARCH_PAPER","Bridging the Gap Between Homogeneous and Heterogeneous Asynchronous Optimization Is Surprisingly Difficult","Alexander Tyurin","http://arxiv.org/abs/2609.17483v1","https://github.com/WingEdge777/daily-papers",18,"2026-09-15T17:24:09Z"
"1.0","RESEARCH_PAPER","Det-LIME: Detector-Aware, Multi-Instance Local Interpretable Model-Agnostic Explanations for Automated Marine Mammal Detection","Jiayi Zhou, David W. Johnston, Brinnae Bent","http://arxiv.org/abs/2609.17479v1","N/A",0,"2026-09-15T17:20:16Z"
"1.0","RESEARCH_PAPER","Bias-Induced Crossover in Absolute Capacity of Dense Associative Memory","Yuto Sakurai, Takeaki Shimokawa, Kazunori Iwata, Kazushi Mimura","http://arxiv.org/abs/2609.17477v1","N/A",0,"2026-09-15T17:16:38Z"
"1.0","RESEARCH_PAPER","JustFit: 200K-Token LLM Serving on a 24 GiB Laptop with Just-in-Time State Management","Yuhua Chen","http://arxiv.org/abs/2609.17475v1","N/A",0,"2026-09-15T17:15:48Z"
"1.0","RESEARCH_PAPER","Coupled Calibration and Learning: Mitigating Teacher Bias in LLM Distillation without Target-Domain Reward Feedback","Haichen Hu, Yuheng Zhang, David Simchi-Levi","http://arxiv.org/abs/2609.17474v1","N/A",0,"2026-09-15T17:15:40Z"
"1.0","RESEARCH_PAPER","Decomposition Buys Integrity, Not Yield","Rong He","http://arxiv.org/abs/2609.17464v1","N/A",0,"2026-09-15T17:04:09Z"
"1.0","RESEARCH_PAPER","Tables Decoded: DELTA for Structure, TARQA for Understanding","Jahanvi Rajput, Dhruv Kudale, Saikiran Kasturi, Utkarsh Verma, Ganesh Ramakrishnan","http://arxiv.org/abs/2609.17458v1","N/A",0,"2026-09-15T16:59:42Z"
"1.0","RESEARCH_PAPER","ORCA: Occlusion-Aware Refinement and Completion for Novel View Synthesis","Weronika Jakubowska, Maciej Zięba, Przemysław Spurek","http://arxiv.org/abs/2609.17450v1","N/A",0,"2026-09-15T16:53:54Z"
"1.0","RESEARCH_PAPER","BrainFocus: EEG-Guided ROI Selection for Efficient Vision-Language Models","Yihui Peng, Guorui Lu, Qinyu Chen","http://arxiv.org/abs/2609.17443v1","N/A",0,"2026-09-15T16:51:13Z"
"1.0","RESEARCH_PAPER","Reduced-Space Multi-Fidelity Bayesian Optimization of Process Simulation Models","Niki Triantafyllou, Andrea Bernardi, Maria M. Papathanasiou","http://arxiv.org/abs/2609.17440v1","N/A",0,"2026-09-15T16:46:51Z"
"1.0","RESEARCH_PAPER","Evaluating Verified Autonomy in Quantum Engineering","Naixu Guo, Changhao Li, Siyu Cheng, Qicheng Tang, Binzhao Luo, Bikun Li, Yuxuan Du, Shihao Ru, Jiaqi Cai","http://arxiv.org/abs/2609.17439v1","N/A",0,"2026-09-15T16:46:08Z"
"1.0","RESEARCH_PAPER","CareMirror: Bringing Caregiver Wellbeing into the Dementia Care Ecosystem","Jiayue Melissa Shi, Ethan Nguyen, Drishti Goel, Upasana Natarajan, Shashwat Srivatsa, Daniel S. Brown, Violeta J. Rodríguez, Dong Whi Yoo, Ravi Karkar, Koustuv Saha","http://arxiv.org/abs/2609.17434v1","N/A",0,"2026-09-15T16:43:17Z"
"1.0","RESEARCH_PAPER","Learning-Guided Planning in Large Dynamic Action Spaces: Budgeted Tree Search for One-to-Many Mobile Charging","Liang-Ching Tao, Pi-Chung Wang","http://arxiv.org/abs/2609.17429v1","N/A",0,"2026-09-15T16:42:12Z"
"1.0","RESEARCH_PAPER","Tracking the Unseen: An Occlusion-Robust Framework for Target Tracking Under Full and Long-Term Occlusion","Mais Mohammed, Sharifa Mohammed, Hanan Awadh, Haneen Bamaas, Raghad Bawazeer, Elham Alghamdi","http://arxiv.org/abs/2609.17427v1","N/A",0,"2026-09-15T16:41:57Z"
"1.0","RESEARCH_PAPER","SlotDiT: Object-Centric Representations for Diffusion Transformers","Gjergj Plepi, Sven Behnke","http://arxiv.org/abs/2609.17414v1","N/A",0,"2026-09-15T16:38:33Z"
"1.0","RESEARCH_PAPER","SSC-Priors: Exploring Semantic and Visibility Priors to Boost Lidar Semantic Scene Completion","Tetiana Martyniuk, Jonathan Seele, Alexandre Boulch, Gilles Puy, Renaud Marlet, Raoul de Charette","http://arxiv.org/abs/2609.17413v1","N/A",0,"2026-09-15T16:37:46Z"
"1.0","RESEARCH_PAPER","Coding Agents Have Converged: Why the SWE-bench Leaderboard Can No Longer Order Its Top Entries, and What to Measure Instead","Fengshuo Liu, Ying Liu, Ruize Sun, Lie Luo, Siyuan Guo","http://arxiv.org/abs/2609.17394v1","https://github.com/jyyang621/DailyArXiv",12,"2026-09-15T16:29:12Z"
"1.0","RESEARCH_PAPER","FlashVector: Agent for Hierarchical Model Serving Stack Optimization","Qi Wu, Lohan Lemire, Kai Meng, Zhongmou Cai, Raphael Bargues, Petr Zhitnikov, Zeyuan Cao, Yao Wang, Shujun Bian, Wei Chen, Sean Sheng","http://arxiv.org/abs/2609.17391v1","https://github.com/xianshang33/llm-paper-daily",1331,"2026-09-15T16:27:45Z"
"1.0","RESEARCH_PAPER","PanoGS-SLAM: Panoramic 3D Gaussian Splatting SLAM","Yongqi Mao, Hao Shi, Yufan Zhang, Zhonghua Yi, Xiangfei Guo, Kaiwei Wang","http://arxiv.org/abs/2609.17387v1","https://github.com/3D-Vision-World/awesome-NeRF-and-3DGS-SLAM",2126,"2026-09-15T16:26:12Z"
"1.0","RESEARCH_PAPER","Bridging the Confidence Gap: Temperature Scaling for Calibrating Test-Time Prompt Tuning","Yuwei Liang, Jian Liang, Dapeng Hu, Yinuo Xu, Ran He","http://arxiv.org/abs/2609.17386v1","https://github.com/WingEdge777/daily-papers",18,"2026-09-15T16:25:48Z"
"1.0","RESEARCH_PAPER","OPEN-1B: A Fully Auditable Training Run","John Donaghy, Brian Wilcox, Oğuzhan Ersoy, Shikhar Rastogi, Adam St Arnaud, Alexey Titov, Jordan Greenberg, Ben Fielding, Harry Grieve","http://arxiv.org/abs/2609.17380v1","https://github.com/mlnjsh/ai-research-radar",10,"2026-09-15T16:23:08Z"
"1.0","RESEARCH_PAPER","Large Language Models Develop Belief State Geometry In-Context","Daniel Balcells, Andrew Jun Lee, Chirag Rastogi, Paul M. Riechers, Adam Shai, Xavier Poncini","http://arxiv.org/abs/2609.17376v1","https://github.com/WingEdge777/daily-papers",18,"2026-09-15T16:17:59Z"
"1.0","RESEARCH_PAPER","Hybrid Variational Quantum Circuits for Multivariate Regression and High-Dimensional Data Reconstruction","Koffi Ognandon Ayena, Frédéric Holweck, Serge Iovleff, Amah S d'Almeida","http://arxiv.org/abs/2609.17358v1","https://github.com/mlnjsh/ai-research-radar",10,"2026-09-15T15:57:20Z"
"1.0","RESEARCH_PAPER","Where Should a Document Live: Context, Representations, or Parameters?","Nathanaël Carraz Rakotonirina, Momchil Hardalov, Gonzalo Iglesias, Adrià de Gispert","http://arxiv.org/abs/2609.17346v1","https://github.com/Tavish9/awesome-daily-AI-arxiv",117,"2026-09-15T15:47:02Z"
"1.0","RESEARCH_PAPER","Type-IV Code Clone Detection via Layer-Wise Non-Contrastive Representation Learning","Luciano Marchezan, Kevin Delcourt, Eugene Syriani, Houari Sahraoui","http://arxiv.org/abs/2609.17338v1","https://github.com/pstAmbition/DailyArXiv_Multimodal",19,"2026-09-15T15:42:06Z"
"1.0","RESEARCH_PAPER","Self-Emergence Agent Architecture:Behavior-Inertia HMM, Reflexive Metacognition,and Social-Contrastive Self-Modeling","Xiaoyang Liu","http://arxiv.org/abs/2609.17331v1","https://github.com/xianshang33/llm-paper-daily",1331,"2026-09-15T15:36:10Z"
"1.0","RESEARCH_PAPER","Vroom-Vroom at SHROOM-Visions: A Multi-Judge Committee for Detecting Hallucinated Spans in Vision-Language Outputs","Toqeer Ehsan, Nico Penttilä, Richard Schmidt, Arash Hajikhani, Victoria Palacin","http://arxiv.org/abs/2609.17327v1","N/A",0,"2026-09-15T15:32:15Z"
"1.0","RESEARCH_PAPER","From Transient Prompts to Persistent Control: Scientific Poster Generation via Recursive Semantic-Geometric Contracts","Runze Li, Yukun Zhao, Can Xu, Yucheng Shen, Shuaiqiang Wang, Jianmin Wu, Lingyong Yan, Dawei Yin","http://arxiv.org/abs/2609.17326v1","N/A",0,"2026-09-15T15:32:07Z"
"1.0","RESEARCH_PAPER","Intrinsic Motivation in Reinforcement Learning: A Research Agenda for Adaptive Self-Organisation","Anatoly Belikov","http://arxiv.org/abs/2609.17325v1","N/A",0,"2026-09-15T15:29:33Z"
"1.0","RESEARCH_PAPER","Optical-Flow Wingbeat Counting in MuJoCo: A Comparison of Convolutional, Spiking, and Attention-Based Temporal Models","Zhang Nengbo","http://arxiv.org/abs/2609.17308v1","N/A",0,"2026-09-15T15:18:55Z"
"1.0","RESEARCH_PAPER","Mo' Models, Mo' Problems: How to best select model pools when designing Multi-Agent Systems","Sara Vera Marjanović, Jiacheng Xu, Aleksandr Laptev, Grigor Nalbandyan, Erik Arakelyan, Evelina Bakhaturina","http://arxiv.org/abs/2609.17306v1","N/A",0,"2026-09-15T15:17:29Z"
"1.0","RESEARCH_PAPER","Quantum-Inspired Trainable and Parameter-Efficient Tensor Networks for Image Inpainting","Shiwen An, Konstantinos Slavakis","http://arxiv.org/abs/2609.17298v1","N/A",0,"2026-09-15T15:09:01Z"
"1.0","RESEARCH_PAPER","Goal-oriented probabilistic forecasting for dynamic PRB allocation in 5G networks","Oier Larumbe-Lizarraga, Roberto Pereira, Cristian J. Vaca-Rubio","http://arxiv.org/abs/2609.17297v1","N/A",0,"2026-09-15T15:08:36Z"
"1.0","RESEARCH_PAPER","Conformal Policy Learning with Distribution-Free Safety Guarantees","Ying Jin, Naoki Egami","http://arxiv.org/abs/2609.17296v1","N/A",0,"2026-09-15T15:08:03Z"
"1.0","RESEARCH_PAPER","Extracting ontology-compliant knowledge from scientific text describing irradiated materials using large language models","Marco Luca Sbodio, Marcos Martínez Galindo, Vanessa Lopez, Blanca Biel, Pablo Canca, Pedro Delgado, Jesús I. Mendieta-Moreno, Raphael Tack, Maria J. Caturla","http://arxiv.org/abs/2609.17291v1","N/A",0,"2026-09-15T15:05:57Z"
"1.0","RESEARCH_PAPER","Same Flow, Different Paths: Variance Reduction in Flow Matching","Alexander Tyurin","http://arxiv.org/abs/2609.17287v1","N/A",0,"2026-09-15T15:01:04Z"
"1.0","RESEARCH_PAPER","Personalized Federated Learning through Global Knowledge Distillation and Local Head Adaptation","Polycarpo Souza Neto, José Mairton Barros da Silva Júnior, Charles Casimiro Cavalcante","http://arxiv.org/abs/2609.17284v1","N/A",0,"2026-09-15T14:58:19Z"
"1.0","RESEARCH_PAPER","After the Party: Governing What a Viral Agent-Skill Ecosystem Left Behind","Yunpeng Xiong, Ting Zhang","http://arxiv.org/abs/2609.17274v1","N/A",0,"2026-09-15T14:50:27Z"
"1.0","RESEARCH_PAPER","Semantic-Spatial Agreement Verification for Mitigating Object Hallucination in Multimodal Large Language Models","Ziheng Ren, Qian Gao, Jun Fan, Guohui Ding, Zhenyu Yang, Yuteng Xiao","http://arxiv.org/abs/2609.17269v1","N/A",0,"2026-09-15T14:48:48Z"
"1.0","RESEARCH_PAPER","Exploring 2D backbone effects for indoor semantic occupancy prediction","Shizhang Fanga, Wanling Yea, Qi Zheng","http://arxiv.org/abs/2609.17257v1","N/A",0,"2026-09-15T14:37:40Z"
"1.0","RESEARCH_PAPER","Video-HolmesV2: Can MLLMs Reason with Spatio-Temporal Audio-Visual Evidence in Long Videos?","Zhaoyang Wei, Zipeng Wang, Yushe Cao, Chenhui Qiang, Shuaibing Cheng, Xuesong Yang, Sen Nie, Bowen Jiang, Wenchao Ding, Yanchao Hao, Zheng Wei, Xuehui Yu, Zhenjun Han","http://arxiv.org/abs/2609.17248v1","N/A",0,"2026-09-15T14:30:00Z"
"1.0","RESEARCH_PAPER","DecoGS: Adaptive Static-Dynamic Decoupling of 3D Gaussians for Free-Viewpoint Video Streaming","Idil Sulo, Alexey Supikov, Ilke Demir, Sainan Liu","http://arxiv.org/abs/2609.17230v1","https://github.com/longxiang-ai/awesome-gaussians",350,"2026-09-15T14:12:16Z"
"1.0","RESEARCH_PAPER","FROD: Feature Matching Residual Denoising Oracle Bone Decipher","Yanbin Hou, Biao Xiong, Guojun Xu, Jianwen Xiang, Cheng Tan, Yanchao Yang, Junwei Zhou","http://arxiv.org/abs/2609.17227v1","https://github.com/Tavish9/awesome-daily-AI-arxiv",117,"2026-09-15T14:10:31Z"
"1.0","RESEARCH_PAPER","Easy to Catch a Liar, Hard to Clear an Honest One: Language Models Diagnosing a Corrupted Reward Channel from a Verified Record","Arman Nik Khah","http://arxiv.org/abs/2609.17226v1","https://github.com/Ponkux/DailyArXiv-cp",6,"2026-09-15T14:10:20Z"
"1.0","RESEARCH_PAPER","Memorisation bias in medical AI","Moritz A. Knolle, Martin J. Menten, Laurin Lux, Mélanie Roschewitz, Emma A. M. Stanley, Georgios Kaissis, Daniel Rueckert, Ben Glocker","http://arxiv.org/abs/2609.17223v1","https://github.com/WingEdge777/daily-papers",18,"2026-09-15T14:07:01Z"
"1.0","RESEARCH_PAPER","Grounding SWE-Agent Decisions in Architecture-0 Design: Navigating Unknown Unknowns through Physical Mapping","Zhongkai Wang, Yan Liu","http://arxiv.org/abs/2609.17221v1","https://github.com/jyyang621/DailyArXiv",12,"2026-09-15T14:04:33Z"
"1.0","RESEARCH_PAPER","InfoTaxa: Information-Calibrated Label-Free Clustering for Fine-Grained Visual Taxonomy","David Ahmedt-Aristizabal, Mohammad Ali Armin, Lars Petersson","http://arxiv.org/abs/2609.17218v1","https://github.com/Tavish9/awesome-daily-AI-arxiv",117,"2026-09-15T14:03:52Z"
"1.0","RESEARCH_PAPER","Probe-VAD: Ordinal Likelihood Probing for Training-Free Video Anomaly Detection","Jiawei Gu, Qilin Zhao, Tengkuo Guo, Zhiming Zhong, Shuangqing Zhang, Fan Lyu, Fang Zhao, Guo-Sen Xie, Caifeng Shan","http://arxiv.org/abs/2609.17211v1","https://github.com/Tavish9/awesome-daily-AI-arxiv",117,"2026-09-15T13:59:47Z"
"1.0","RESEARCH_PAPER","FluxVLA Engine: A One-Stop VLA Engineering Platform for Embodied Intelligence","Yinhao Li, Weixin Mao, Zihan Lan, Jikun Rong, Qirui Hu, Yiming Zhang, Weipeng Deng, Bowen Shen, Minzhao Zhu, Yiming Mao, Yan Yang, Chenguang Cui, Hongyuan Chen, Xu Huang, Zheyi Zhao, Pinxi Shen, Bozhen He, Zhen Fu, Yifan Wang, Zexin Zhang, Ang Gao, Haoyu Chen, Chengqi Shi, Hua Chen","http://arxiv.org/abs/2609.17210v1","https://github.com/FluxVLA/FluxVLA",682,"2026-09-15T13:59:09Z"
"1.0","RESEARCH_PAPER","Cross-Domain Inference for Human Localization: Applying Wi-Fi RSSI Data to CSI-Trained Models","Ariel Duschanek-Myers, Thomas Welsh, Helmut Neukirchen","http://arxiv.org/abs/2609.17204v1","https://github.com/hanzlr/daily-research",2,"2026-09-15T13:56:26Z"
"1.0","RESEARCH_PAPER","MyoFlow: Anchor-Tied Rectified Flow for HD-sEMG Gesture Recognition Across Sessions and Subjects","Chenhao Wu, Dingjie Peng, Satoshi Funabashi, Satoshi Konishi, Wuqiang Yang, Hiroshi Onoda, Hironori Washizaki, Jiang Liu","http://arxiv.org/abs/2609.17194v1","https://github.com/iszhanjiawei/flow_matching_arxiv_daily",106,"2026-09-15T13:51:13Z"
"1.0","RESEARCH_PAPER","End-to-End Latency-Minimizing and Load-Balanced Request Scheduling for Edge LLM Inference in Agentic AI Services","Zhen Li, Jun Cai, Haoran Gao, An Li, Tan Li","http://arxiv.org/abs/2609.17193v1","N/A",0,"2026-09-15T13:50:54Z"
"1.0","RESEARCH_PAPER","EventEgoHands++: Event-based Egocentric 3D Hand Mesh Reconstruction with Real Dataset","Ryosei Hara, Wataru Ikeda, Masashi Hatano, Mariko Isogawa","http://arxiv.org/abs/2609.17189v1","N/A",0,"2026-09-15T13:46:02Z"
"1.0","RESEARCH_PAPER","LoopSpec: Pipelined Self-Speculative Decoding for Looped Transformers","SangLyul Cho, Langqing Cui, Sehoon Kim, Dongsu Han, Insu Han","http://arxiv.org/abs/2609.17184v1","N/A",0,"2026-09-15T13:43:31Z"
"1.0","RESEARCH_PAPER","Multimodal Cultural Heritage Architectural Style Classification for Residential Buildings in the UAE Based on CLIP Embeddings and SVM","Ahmed Ammar Kubba, Manar Abu Talib, Iman Ibrahim, Qassim Nasir","http://arxiv.org/abs/2609.17181v1","N/A",0,"2026-09-15T13:41:36Z"
"1.0","RESEARCH_PAPER","MOCC-R1: Reinforcing Reasoning-Response Consistency for Multimodal Counselor Response Generation","Wenjie Zheng, Qiming Xie, Jianfei Yu, Rui Xia","http://arxiv.org/abs/2609.17180v1","N/A",0,"2026-09-15T13:41:19Z"
"1.0","RESEARCH_PAPER","IRENE: A Convolutional GRU Ensemble Model for Radar Precipitation Nowcasting over Italy","Alessandro Camilletti, Gabriele Franch, Elena Tomasi, Marco Cristoforetti","http://arxiv.org/abs/2609.17175v1","N/A",0,"2026-09-15T13:38:33Z"
"1.0","RESEARCH_PAPER","A unified framework for global and local interpretability using adaptive derivative-ordered random explanation","Lemen Chao, Ming Lei, Anran Fanga","http://arxiv.org/abs/2609.17171v1","N/A",0,"2026-09-15T13:34:10Z"
"1.0","RESEARCH_PAPER","MUMINS: Metadata-conditioned Uncertainty-aware Medical Image Next-state Synthesis","Anna Oliveras, Roger Marí, Rafael Redondo, Oriol Guardià, Cynthia Ifeyinwa Ugwu, Ana Tost, Bhalaji Nagarajan, Carolina Migliorelli, Vicent Ribas, Petia Radeva","http://arxiv.org/abs/2609.17169v1","N/A",0,"2026-09-15T13:32:37Z"
"1.0","RESEARCH_PAPER","HuMemSLAM: Efficient Human-Inspired Semantic Place Recognition for Robust Visual SLAM","Mayowa Adebambo, Sebastian Donnelly, Armand Amaritei, Andrew Bradley, Alexander Rast","http://arxiv.org/abs/2609.17168v1","N/A",0,"2026-09-15T13:32:32Z"
"1.0","RESEARCH_PAPER","Neural Field Ensembles for Aerodynamic Surface Prediction: Winning Solution to the ONERA CRM Wall Distribution 2025 Challenge","Lionel Salesses, Caroline Sainvitu, Tariq Benamara","http://arxiv.org/abs/2609.17160v1","N/A",0,"2026-09-15T13:27:37Z"
"1.0","RESEARCH_PAPER","ResLRP: The Role of Residual Cancellation in Attribution Instability in Vision Transformers","Jim Berend, Reduan Achtibat, Daniel Schäffer, Alexander Binder, Wojciech Samek, Sebastian Lapuschkin, Maximilian Dreyer","http://arxiv.org/abs/2609.17152v1","N/A",0,"2026-09-15T13:17:30Z"
"1.0","RESEARCH_PAPER","Kernel-Based Metrics Learning for Uncertain Opponent Vehicle Trajectory Prediction in Autonomous Racing","Hojin Lee, Youngim Nam, Sanghun Lee, Cheolhyeon Kwon","http://arxiv.org/abs/2609.17147v1","N/A",0,"2026-09-15T13:13:23Z"
"1.0","RESEARCH_PAPER","Continual Learning for Traversability Prediction with Uncertainty-Aware Adaptation","Hojin Lee, Yunho Lee, Daniel A Duecker, Cheolhyeon Kwon","http://arxiv.org/abs/2609.17141v1","N/A",0,"2026-09-15T13:07:14Z"
"1.0","RESEARCH_PAPER","From Foundation Embeddings to Cropland Maps: Label Efficiency, Temporal Transferability and Independent Human Validation","Mohammad Ammar Mughees, Giovanni Montefoschi, Zhongxin Chen, Maria Antonia Brovelli","http://arxiv.org/abs/2609.17138v1","N/A",0,"2026-09-15T13:04:35Z"
"1.0","RESEARCH_PAPER","Event-based Selective Attention for Multi-resolution Fast Region of Interest (ROI) Detection","Luca Peres, Giulia D'Angelo, Chiara Bartolozzi, Oliver Rhodes","http://arxiv.org/abs/2609.17134v1","N/A",0,"2026-09-15T13:02:14Z"
"1.0","RESEARCH_PAPER","Predicting Human Disagreement for Calibrated Dynamic Facial Expression Recognition","Yiming Wang, Frederick W. B. Li, Jingyun Wang","http://arxiv.org/abs/2609.17130v1","N/A",0,"2026-09-15T12:55:22Z"
"1.0","RESEARCH_PAPER","FirmCORe: A Benchmark for Structured Reasoning about Inter-Firm Collaboration Opportunities","Tian Du, Tiantong Wu, Yafei Wang, Mengyu Liu, Xingyan Chen, Mu Wang","http://arxiv.org/abs/2609.17128v1","https://github.com/Tavish9/awesome-daily-AI-arxiv",117,"2026-09-15T12:54:05Z"
"1.0","RESEARCH_PAPER","AI for Science with GPT-6 Astra: Thermal Design and Electrothermal Analysis of 2D CFET","Min-Hui Kim, Khushi Sharma, Sarah Zhang, Ye Wang","http://arxiv.org/abs/2609.17123v1","https://github.com/FengxianJi/The-Library-of-AI-Scientist",16,"2026-09-15T12:48:44Z"
"1.0","RESEARCH_PAPER","Intrinsic Robot Rewarding: Reusing VLA Representations for Autonomous Evaluation and Policy Improvement","Tobias Schaffer, Mohab Elkhayat, Daniela Nicklas, Mustafa Almohamad, Elham Al-Fuqara","http://arxiv.org/abs/2609.17115v1","https://github.com/luohongk/Embodied-AI-Daily",454,"2026-09-15T12:42:17Z"
"1.0","RESEARCH_PAPER","Not Another Text Benchmark: Putting the ""Visual"" Back in Visual Question Answering for Large Video Models","Rwiddhi Chakraborty, Yinong, Wang, Cheng Zhang, Fan Bai, Zhuoran You, Michael Kampffmeyer, Yong Jae Lee, Fernando De la Torre, Robert Jenssen","http://arxiv.org/abs/2609.17112v1","https://github.com/Tavish9/awesome-daily-AI-arxiv",117,"2026-09-15T12:41:08Z"
"1.0","RESEARCH_PAPER","Finding Common Mistakes In Modelling With Mathematical Formalisms Using LLMs","Lilian Killich, Marko Schmellenkamp, Fabian Vehlken, Thomas Zeume","http://arxiv.org/abs/2609.17111v1","https://github.com/luohongk/Embodied-AI-Daily",454,"2026-09-15T12:40:27Z"
"1.0","RESEARCH_PAPER","Shared-Prefix KV Reuse Across Standard LoRA Adapters: Quality and Serving Tradeoffs","Dushyant Rajput","http://arxiv.org/abs/2609.17109v1","https://github.com/Tavish9/awesome-daily-AI-arxiv",117,"2026-09-15T12:39:16Z"
"1.0","RESEARCH_PAPER","Symbolic Separation: Grounding Deep Agents in Knowledge Graphs for Trustworthy Operational Data Analytics","Baibek Davletiyarov, Junaid Ahmed Khan, Andrea Bartolini","http://arxiv.org/abs/2609.17107v1","https://github.com/Tavish9/awesome-daily-AI-arxiv",117,"2026-09-15T12:38:43Z"
"1.0","RESEARCH_PAPER","High-Fidelity Digital Twin Data Models by Randomized Dynamic Mode Decomposition and Deep Learning with Applications in Fluid Dynamics","Diana A. Bistrian","http://arxiv.org/abs/2609.17101v1","https://github.com/arxivsub/arXivSub_daily_arxiv",4,"2026-09-15T12:34:07Z"
"1.0","RESEARCH_PAPER","Semi-Supervised Learning-Based Genetic Biomarkers Dataset for Multiple-Stage Hepatocellular Carcinoma Prediction","Ahmed Ammar Kubba, Manar Abu Talib, Jibran Sualeh Muhammad, Ali Bou Nassif, Abdalla Sayed Mohamed, Darko Castven, Jens U. Marquardt","http://arxiv.org/abs/2609.17100v1","https://github.com/Tavish9/awesome-daily-AI-arxiv",117,"2026-09-15T12:33:12Z"
"1.0","RESEARCH_PAPER","GeoLAM: Learning Geometry-Grounded Latent Actions from Unlabeled Human Videos","Yifan Xie, Hekun Tian, Jinkun Liu, YuAn Wang, Qiao Sun, Wenbo Ding","http://arxiv.org/abs/2609.17099v1","https://github.com/luohongk/Embodied-AI-Daily",454,"2026-09-15T12:31:34Z"
"1.0","RESEARCH_PAPER","Hub-Spectral Activation of Latent Multimodal Knowledge","Ying Guo, Haidong Chen, Linrui Xu, Xiaohao Liu, Chuancheng Shi, Canran Xiao, Dan Zhang, Fei Shen, Li Shen, Tat-Seng Chua","http://arxiv.org/abs/2609.17094v1","N/A",0,"2026-09-15T12:27:42Z"
